,Record_text,InRelationship,General_comment_binary,General_comment,Specific_comment_binary,Specific_comment,Relevance
7631,: زیتل اگه پارتنر بود از اینایی می شد که اواخر جوری رفتار می کنن که خودت بری.,-1,1,1,0,3,1
9726,نه به کودک همسری!,-1,1,1,0,3,1
6785,من به زنم دست نمیزنم [PENSIVE_] اون حرمت داره نه لذت,1,1,0,1,0,1
7342,ولی عمر طولانی رابطه و خوب بودن پارتنر زیاد نتیجه گیری درستی نیست. حداقل من اینو بعد دوازده سال میگم.,1,1,1,1,1,1
1253,: گر نیمه شبی مست در اغوش من افتد… چندان به لبش بوسه زنم کز سخن افتد .. [][][RED_][RED_] [WINE_][WINE_]  شبتون بخیر دوستان عزیزم,-1,0,3,0,3,0
6515,ی شوهر خوب براش پیدا کن,-1,1,0,0,3,0
10252,حضور همسر رییس جمهور برای اولین بار در یک سفر خارجی و گفت گو با رسانه ها، اون هم با سوابق علمی بالا، در شرایطی که در این مدت رسانه های خارجی بدترین تصویر رو از زن ایرانی به دنیا نشون دادن این پیام رو میده که زن زندگی ازادی اگه برای عده شعار و کاسبی بود،ولی برای ما یک سبک زندگیه!,-1,0,3,0,3,0
2182,همه چیز سکس نیست شما دوست داری با یه پورن استار ازدواج کنی ولی امثال من علاقه ای به این ندارن هر ادمی حقشه که پارتنر مناسب خودشو انتخاب کنه,0,1,2,0,3,0
8047,ولی متاسفانه مچ پاهای من واقعا ظریف و کوچیکه. اگر همسر اینده ام مچ پاهاش بزرگ باشه می تونه با یک فت پا حریف من بشه و من رو زمین گیر کنه.,0,1,1,0,3,0
9637,من از اونام که هر وقت ازدواج کنم اسم شوهرمو رو ترقوم تتو میکنم [WOMAN_GETTING_MASSAGE_LIGHT_SKIN_],0,1,0,0,3,0
12624,خانم وزیر سپاس از پذیرایی و بدرقه پادشاهمان و همسر نازنین او [FOLDED_][][BLUE_],-1,0,3,0,3,0
1553,دوست من داره همسر دوم میگیره و از من خواسته تو عروسیش کمکش کنم… به نظرتون چکار کنم؟ چند همسری,-1,1,1,0,3,1
10001,ما هم یه الاغی معلممون بود   سالمون بود حرف از شوهر و خاستگاری میزد که دختر چکار بکنه پسر پسند بشه ننش مارو بپسنده,-1,1,1,0,3,0
5280,: کسی دوست داره پارتنر زبان باشه؟ من ماک جنرال دادم و   و نیم شدم. می خوام برسونم به هفت.,-1,0,3,0,3,0
13139,از نظر همسر من وقتی برای یه غذایی از تا ساعت وقت بزاری اون غذا با عشق پخته شده.,1,1,2,1,2,1
11506,وقتایی که خواهر زاده ی دوست پسرم خودشو لوس میکنه>>>>>,1,1,0,1,0,1
11929,رفیقم تعریف میکرد مطب بودم،دختره با دل درد و دل پیچه شدید،حالت تهوع و یبوست اومد!گفتم چی شده؟گفت پنج روزه عروسی کردم،از روز اول نفخ داشتم روم نشده جلو شوهرم برم دستشویی مبادا صدایی بیاد!شوهره پشت در شنید اومد گفت اسکل بیا برو برین، همه رو باخبر کردم که حالت بده ،مسخرمون کردی! [LEAF_FLUTTERING_IN_],-1,1,1,0,3,1
1252,اختلاف فرهنگی فقط اونجایی که همسرم برنامه دور همی و خوشگذرونی با رفقاش میچینه و من در فکر افطاری دادن به دوستانم در هفته ی سوم فروردینم اصلا تفاهم موج میزنه [WOMAN_][WINKING_],1,1,1,1,1,1
12138,نامه ای به همسر اینده ام: اولویت همیشه با مامانمه.,0,0,3,0,3,0
7655,همسرم از اینجا اعلام میکنم اگه قرار نیست عشقی مثل عشق تهکوک بینمون بوجود بیاد سمتم نیا لطفا (‿),0,1,1,0,3,0
9841,من شوهر سیکس پکی و رگ دار و شیتان پیتان نمیخوام. من یکیو میخوام که وقتی داریم میریم دفتر اسناد رسمی بهم وکالت خروج از کشور بده ، ازم بخاطر قانون تخمی مملکت معذرت خواهی کنه و شرمنده باشه.,0,1,0,0,3,0
5589,واسه اثبات اینکه سی سالمه تو دیدو بازدید عید فامیل همسر مجبور شدم گواهی نامه رو کنم [FACE_WITH_ROLLING_],1,1,2,1,2,1
11889,فرق زندگی مجردی با متاهلی چیه؟ منتظر بمونیم یکی بیاد خرجمون رو بده یا برامون جهاز بیاره تا مثل ادمیزاد زندگی کنیم؟ مگه نه این که با تاهل یه خرج اضافه میشه؟ پولدار هم نیستیم. مثل خر حمالی می کنیم ولی مثل ادم زندگی می کنیم.,0,0,3,0,3,0
3842,ایشالله خانواده همسر:) مثل یکی از این رفیقای ما,1,1,2,1,2,1
1136,محمد علی ابطحی ( فعال سیاسی اصلاح طلب ) : این حرف را از سر اعتقاد می زنم ؛ اقای موسوی از سر نادانی ، اقای خاتمی از سر خیانت و اقای هاشمی رفسنجانی از سر انتقام گیری وارد این ماجرا ( فتنه   ) شدند !!,-1,0,3,0,3,0
265,"اسیدپاشی بر روی قربانی کودک همسری در جهرم؛ مردی در یکی از روستاهای شهرستان جهرم که اقدام به اسیدپاشی بر روی همسر   ساله خود کرده بود بازداشت شد. علاوه بر سهولت دسترسی و تهیه اسید در بازارهای ایران، نبود قوانین پیشگیرانه کافی نیز بر تداوم جرمی تحت عنوان ""اسیدپاشی"" موید شده است.",-1,1,1,0,3,1
10363,یکی از فامیلامون بعد پنجمین بچشون شوهرش بهش گفته نمیخوامت! [FACE_WITH_DIAGONAL_] و چون مهریه اش پایینه الان ذلیل ِاون مَرد ِشده که طلاقم نده و اون مَردِ هر کاری میخواد باهاش میکنه!!![EXPRESSIONLESS_] اقایون چطور توقع دارن بعد شنیدن اینطور مسایل ما خانوما تن بدیم به مهریه کمتر از  تا؟؟؟[FACE_WITHOUT_],-1,1,1,0,3,1
8151,گیر داده بود به دوست دخترم، دوست دخترم مدل بود خارج از ایران,1,1,2,1,2,1
2139,فکر میکنم اونم نورولوژیست هست و حتی ماه قبل با هم رفته بودن ایالت مادر پدر من کنگره!با هم عشق میکنن.سفر،تفریح،دیت و خلاصه زندگی!همسن منم هست.حالا فکر کنید مادرش از سالگی چوب تو باسنش کرده بود که شوهر کن!اولی رو که جدا شد ازش از ترس همون مادر تا حالا تحمل کرده بود والان ناراضی [BACKHAND_INDEX_POINTING_] ,-1,1,1,0,3,1
11255,دوست پسرم میخواد پدر و مادرشو بذاره خونه سالمندان و به من بگه بیام خونشون زندگی کنیم :)))))),1,1,1,1,1,1
9253,توجه میکنید همه این مسایل را من خوانده ام اینهای که میگی دلیل عقلی و علمی نیست توجیهات هست. اسلام به زن به عنوان یک موجود نمیبیند و تساوی با مرد قایل نیست بنا این توجهیات را میکنند که زن یک حق از شوهر میگیرد و یکی از پدر با پسر که دو حق میگیرد مساوی شد  [FACE_WITH_TEARS_OF_] .,-1,0,3,0,3,0
5282,ی فیلم طنز المانی دیده بود ک توش جایگاه زن و مرد تو جامعه عوض میشه. خانوما کتشلواری و استایل مردونه و مردا شلوار جذب و ارایش و استایل زنانه. خانوماش با اون استایل خیلی جیگر بودن [SMILING_FACE_WITH_HEART_][SMILING_FACE_WITH_HEART_][SMILING_FACE_WITH_HEART_]  اسم فیلمو یادم نیس، اگه کسی میدونه بگه,-1,0,3,0,3,0
4240,همینطوری که زنگ می زنم به این و اون برای تبریک عید، تو دلم هم میگم خدایا پنج تومن نذر می کنم جواب نده.,-1,0,3,0,3,0
5584,از شوهرم دور بمون کصکش [],1,1,0,1,0,1
2827,این پارتنرم از توییتر یاد گرفتید قبلا میگفتید زید,-1,0,3,0,3,0
7951,به نظرم هرکی  / /  زاییید و شوهر کرد ، باختتتت داد . به خداااا,-1,1,1,0,3,1
3888,تجاوز به زن شوهردار حرام نیست! (سوره نسا ایه  ) اخوند اینو ترجمه کرده ازدواج با زن شوهردار! ولی این تف سربالاست،چرا که ازدواج با زن شوهردار اصلا معنی نمیده مگه اینکه اسلام چندشوهری رو جایز بدونه که نمیدونه!!,-1,1,1,0,3,1
12920,بنده حقیر و همسر محترمه,1,1,0,1,0,1
12634,دیدار وحید بهشتی و همسرش با همسر شاه چارلز سوم گفت وگوی ریحانه فلاح، ایران اینترنشنال با متی هون، همسر وحید بهشتی,-1,0,3,0,3,0
1187,+ببخشید شما رو برای چی اوردن اینجا؟ -شوهر نکردم اوردنم اینجا + [NEUTRAL_] _[BROKEN_]  ایا دلیلی منطقی میباشد؟,0,0,3,0,3,0
3247,هعی زن منکه فلجم دیگه ولی ایشالا کمرت بیشتر درد نگیره,-1,0,3,0,3,0
11386,رفتم چایی سبز دم کنم و همسرجان گفت یه مقدار زعفران هم بریز [SMILING_] ظرف زعفران ره گرفتم و یه کوچولو تکون دادم که زعفران بریزه و یهو یه گوله بزرگ افتاد توی چاییی و اه از نهادم دراومد[WEARY_][WEARY_][WEARY_][WEARY_][WEARY_] چنان رنگی گرفته چایی سبزم که نگوووو،مسموم نشیم صلواات[FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_],1,1,0,1,0,1
11338,"اصلا تو ادبیات خانوادگیش نیست اونیم که استوری کرده بود ""م|ر|گ بر چپ"" زن من بود دوستان.",-1,0,3,0,3,1
579,: چی تو  اب و هوای بهار میریزن که ادم همش دلش شوهر میخواد…,0,1,2,0,3,0
9094,امروز زمانیکه دیدم دختران را در مکتب اجازه ندادند احساس کردم که افغانستان عمداً بطرف جهل و نادانی سوق داده میشود. دختران که امروز مکتب رفته نتوانستند منحیث یک مرد من معذرت میخواهم، ما مردان باید از همچو عمل طالبان خجالت بکشیم. طالبان مانند همیشه یکبار دیگر وعده خلافی کردند,-1,0,3,0,3,0
681,مگه تو متاهلی؟ [FACE_WITH_ROLLING_],-1,1,2,0,3,1
5015,من چندروز پیش یه کرفسی خوردم که هنوز دارم راجع بهش حرف می زنم انقدر خوب بود.  [PERSON_FACEPALMING_LIGHT_SKIN_],-1,0,3,0,3,0
4812,اینا که میگید بچه ، شوهر،زن ابزار نیستن کاملا درسته ولی ادم بعد این همه سال زندگی باید یک ذره محبت نسبت به خانوادش داشته باشه که لااقل یا میبردنشون همراهشون یا پرستاری چیزی براشون میگرفتن.,-1,1,1,0,3,1
4301,تو سال جدید به لطف فاطمه زهرا خدمتم تموم میشه یه شوهر خوب در خونمونو میزنه ایشالا,-1,1,0,0,3,0
4191,من بعد مریضی همسرم اونقدر سفید کردم که مجبور شدم به رنگ کردن,1,1,2,1,2,1
1395,بیناموس اگه غیرت داشتی دخترت رو زیره دست خامنه ای و سلیمانی نمیزوشتی گوش کرت باز کن عراقی ها که با زنت سکس میکنن در مشهد مقدس میگن این هدیه خمینی به عراقی هاست حرومزاده ما رفتیم جنگ تا تو دزد فاسد از رژیم حمایت کنی پست فطرت,-1,0,3,0,3,0
3688,ازدواج بکنید ولی با انگیزه درست: تشکیل خانواده. نه بخاطر پول،سکس،فرار از تنهایی یا حتی تصاحب کسی. انگیزه فقط و فقط باید تشکیل خانواده و بچه دار شدن باشه و هدف پارتنرتونم همین باشه وگرنه سر و کارتون با همون چوبه س که گفتم.,-1,1,0,0,3,1
12286,دارم فکر میکنم اگه همسرم پلیس راهنمایی و رانندگی بود هیچ وقت نمیتونستم گواهینامه بگیرم خدایا شکرت,1,1,1,1,1,1
1750,یک عدد فارس هستم بین پنج شش نفر اذری! ایا می دونستید اذری همینجوری روی ادم لود نیست و لازمه یادتون بدن؟ پس شبیه کر و لال ها نگاهشون می کنم و هر از گاهی لبخند می زنم! ایشالا که درباره من حرف نمی زنن [GRINNING_FACE_WITH_],-1,0,3,0,3,0
8682,نیازمند پارتنر برای تمرین زبان ترکی استانبولی…من یخورده ترکی استانبولی بلدم اما اینجا از بس حرف نمی زنم میترسم یادم بره…دلم میخواد یکی باشه با هم ترکی استانبولی صحبت کنیم تا هم همین قدرم یادم نره هم اینکه کامل تر بشه,-1,0,3,0,3,0
247,اخه نمیدونم تو که متاهلی میان دایرکت چی بهت میگن  [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_],1,1,1,0,3,1
3674,یه روز به یه رشتی میگن بنظرت این زلزله ای که اومد چند ریشتر بود؟ میگه نمیدونم چقدر بود ولی انقدر قوی بود که زنم چندتا کوچه پایینتر زیر عباس اقا بود,-1,1,1,0,3,1
5546,همه مثل شوهر شما نیستن مرد ایرانی اینجوری نیست,-1,1,1,0,3,1
1952,به قول همسر سابقش گوگوش مثل یه چاه نفته و سرشار از استعداد حتی بعد از گذشت سالها- ایراد از ماست که در طول تاریخ عرب و مغول و غیره اینقدر به ما تجاوز کردن که ما ایرانیا نا خالصی زیاد داریم ، پر از عقده و کینه حتی بهترین ها و اصیل ترین های خودمون رو پایین میاریم.,-1,0,3,0,3,0
2908,بچه ها من سر هیچ توییتی بحث نمی کنم و تو محدوده ای که به کسی اسیب نزنه توییت می زنم. رفیق انتی دارم، رفیق لریه دارم، رفیق دایرکشنر دارم و رفیق هیترم دارم ولی همشون چون رفیقن احترام می ذارن و هرکدوم از توییتام که خوششون نمیاد و رد می کنن. پس اگه می خوای دراما بسازی فقط میوتم کن.,-1,0,3,0,3,0
5842,کسییم قبولش کرده حالا؟ یا من فقط سطح توقعم بخاطر پارتنر قبلیم رفته بالا [NEUTRAL_],0,1,1,1,1,1
1893,برای هزاران انسان بیگناه و وطن پرست حکم اعدام صادر کرد، میلونها دلار دزدی کرد و دختر   ساله را به همسری گرفت و بدون هیچ مجازاتی مرد. در اخر لقب عالم مجاهد هم بهش دادند! عدالت الهی را هم دیدیم!,-1,0,3,0,3,0
593,خوب زده تو ذوقش اصن حیف نیست تو شوهر کنی  [PLEADING_],-1,0,3,0,3,0
12607,صابخونه سابقم پیام داد حالمو پرسید. پرسید از خونه الانم راضیم. گفتم خونه شما خونه ی پربرکتی بود برام. خونه تون خونه شادی برام بود چون شما قلب بزرگی دارین. اینو من نمیگم هر کی میومد اونجا همین حسو داشت. زن و شوهر ادمای مهربونی بودن و هستن. الهی خدا همیشه براشون خیر و برکت بسازه.,-1,1,0,0,3,1
3951,ب ت چ همه جا پلاسی زیر منشن زن من؟! [SLIGHTLY_SMILING_],1,1,2,1,2,1
5397,باز براساس مطالعات اماری، این مورد برای زن ها شدیدتر هست و مردان کمتر تحت تاثیر قرار میگیرن. هر چی تعداد پارتنرهای جنسی قبل ازدواج بیشتر باشه، نرخ طلاق بیشتر میشه. علاوه بر اون، همبستری یا ازدواج با فردی که پاتنرای جنسی زیاد داشته خطر انتقال انواع بیماریای مقاربتی رو بهمراه داره,-1,1,1,0,3,1
8024,دخترا سلام من اومدم [SLIGHTLY_SMILING_]  خواهشا از خودتون درنیایید زیدم بغلم نشسته,1,1,2,1,2,1
11156,اکس من رفیق عجیب خیلی داشت. یکیشون با دوست پسر و شوهرش تو یه خونه زندگی میکردن. باهم مهمونی و سفر میرفتن. اخرش ولی سر اینکه بچه از دوست پسرش میخواست نه شوهره طلاق گرفت. بعد اکس من میگفت بیای تهران این چیزها واست عادی میشه :)),0,1,1,1,1,1
11177,اگه قبل از اینکه وارد رابطه بشید تکلیف طرف رو مشخص کنید هیچوقت به مشکل نمیخورید؛ میخوام دوست دخترم یا پسرم باشی، میخوام س* پارتنرم باشی، میخوام با هم باشیم تا اگه مناسب هم بودیم ازدواج کنیم یا هر چیز دیگه ای، اصن بگین میخوام تفریحی  ماه با هم باشیم ولی با دروغ وارد رابطه نشید.,-1,1,2,0,3,1
835,چشمت به زن منه از صب [BROKEN_][PENSIVE_][FOLDED_HANDS_LIGHT_SKIN_],1,1,1,1,1,1
9479,من دست پخت خودمم نمیخورم چه برسه به زنم,-1,1,1,0,3,1
10116,من حاضرم کچل باشم شوهر نکنم,0,1,1,0,3,0
13052,یه خانم هفتاد ساله توو ارایشگاه بود امسال میشد دو سال که بعد از بیست سال از مرگ شوهرش ازدواج مجدد کرده بود گفت شوهرم خیلی مرد خوبیه بچه هامم دوسش دارن ولی من واقعا عاشقشم . شوهرش   سالش بود . موهاشو کوتاه و رنگ کرد صورتشو بند انداخت و یه عیدی به ارایشگر داد و رفت.,-1,1,0,0,3,1
8050,بچه ها واسه کتاب درسی هام شوهر پیدا شد دمتون گرم، تو شادیاتون ریتوییت کنم  [BEAMING_FACE_WITH_SMILING_] ,-1,0,3,0,3,0
3636,منم برنامم تو عید اینه هر کی پرسید چرا شوهر نمیکنی؟ بهش بگم اخه من پسرم,0,1,1,0,3,0
2536,ولی زن من باید فیفا بلد باشه هفتاد و هفتیا همه خوبن [SMILING_FACE_WITH_HEART_],0,1,0,0,3,0
1081,[FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_]  خدا وکیلی زن منم این رنگی کنه منم چپ چپ نگاهش میکنم,1,1,1,1,1,1
11223,سارا عباسی، همسر منوچهر بختیاری امروز چهارشنبه از اعتصاب غذای پدر دادخواه پویا بختیاری در اعتراض به جلوگیری از ملاقات و تماس او با خارج از زندان خبر داد. خانم عباسی در صفحه اینستاگرام خود نوشته است: «طی تماس کوتاه   دقیقه ای که همسرم منوچهر بختیاری با من گرفتند اعلام کردند،,-1,0,3,0,3,0
5817,دانش اموزان زبان المانی که مثل خودم a    هستین نیاز به پارتنر زبان ندارین؟,-1,0,3,0,3,0
3618,اقا واقعا حق با شماست منم خودمم خیلی کم اینارو میشورم اما خب باید گاهی یه چکی بزنم دیگه   تا میزنن من نزنم؟ یه بار مثل الان سند میخوام نداره حقمه که تهمت بدون سندشو بگیرم برعکس کنم توی خودش فکر نکنه علی اباد شهره وگرنه که اینها ارزش ندارن بیشتر از نصف   ساعت وقت بزاری,-1,0,3,0,3,0
4948,: و این جوری بود که هیچوقت نتونستم از نِق نِق همسرم دور باشم:))))))))))))))),1,1,1,1,1,1
8361,از تموم دوستای گلم ممنونم کع من و   کردید برای تشکر توییت قشنگتون و بدین تا ریت بزنم [HEART_][PURPLE_][PEOPLE_],-1,0,3,0,3,0
11165,این منم! من زنم! بر کوی و بام فریاد میزنم؛ زن زندگی ازادی این منم! من زنم! بنیاد تو من بر کنم! مهسا امینی زاهدان تنهانیست.,-1,0,3,0,3,0
1147,واقعا اگه همسر ایندم گیمر نباشه چی؟؟ [FACE_WITH_TEARS_OF_][SMILING_FACE_WITH_][PENSIVE_],0,1,1,0,3,0
933,: خانمممممم هااااااا بیاین به من توجههه کنین,-1,0,3,0,3,0
1403,دختر و خواهرمم به خانوادم مربوط میشه نه هیچ کس دیگه، هروقت دختر یا خواهرت یا زنت (حتی رلتم نه) گذاشت اگه خواستی(اگه خواستی نه که بتونی و حقت باشه!) میتونی پاچشو بگیری، پس همون که گفتم، سرت تو سوراخ خودت قبل از اینکه کسی سرشو بذاره داخل سوراخت,1,1,2,1,2,1
12567,شبنم خودش رو خفه کرد.»   روز پیش، شبنم حدود ساعت   شب شبنم در خونه پدر و مادرش بدون اینکه حرفی بزنه، خونسرد به داخل اتاقش رفت و خودش رو حلق اویز کرد. پدر شبنم در مورد شبنم گفته:«بعد از سه سال به ارزوش رسیده بود. شبنم با انتخاب خودش شوهر کرد. سه سال قبل,-1,1,1,0,3,1
3316,پرومت پرستو همسر بابک تقوایی ماله کش تروریستهای سپاه توسط بانوی خوبی ها و تغییر کرده ها پرستوی اعظم و به طبع ان تلوزیون خوب . با تشکر از همکاری شکیل امنیتی و مطلقا اگاهانه تان با سپاه تروریستی پاسدارن. [FOLDED_],-1,0,3,0,3,0
984,خیلی دوست دارم بگم کاری که نوشته کنارش «بابا»، ولی انصافم میگه کار همسرتون خیلی بهتره!,-1,1,0,0,3,1
9976,ولی الله ترابی، معاون عملیات فرمانده انتظامی قم، گفت: «حدود ساعت  :  امروز یک مرد   ساله با شلیک به همسر   ساله خود در میدان پلیس قم، او را به قتل رساند. این مرد پس از کشتن همسر، اقدام به خودکشی کرد,-1,1,1,0,3,0
3743,به ما میگفتن رقص زن حتی در جمع زنانه هم حرامه، زن فقط باید واسه شوهرش برقصه که در اون صورت صواب هم داره. همیشه برام سوال بود زن مورد نظر که نه موسیقی شنیده نه رقص دیده رقصیدن چجوری یاد بگیره,-1,0,3,0,3,0
2517,مفاهیمو قرقره میکنید فقط! زن ستیزی اخه؟؟؟؟ شما کیفیت کنسرتهات پایینه باید به مدیر برنامه ت اعتراض کرد دیگه! حالا اگه مدیر برنامه ت زنت باشه؟ اوه شت نه این دیگه زن ستیزیه=)) منطق  / ,-1,0,3,0,3,0
4743,نه هنوز تو اولیش موندیم [BEAMING_FACE_WITH_SMILING_] دارم زن مناسب پیدا میکنم که زن دوم مشکلی نداره [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_]  مزاح کردم,1,1,2,1,2,1
1626,عشقم نصف پسرها اینجا وارزوشون اینه شوهر تو بشن زیبا خوشگل,-1,0,3,0,3,0
2100,پس کل خبر رو نخوندی که همسر جدیدش بهش غواصی یاد داده و الان با هم میرن غواصی، به همسایه ها گفتن میریم دنبال جسد اون خدابیامرز!,-1,1,2,0,3,1
2581,متوجهم ولی من میخوام شوهرم باشه [UNAMUSED_][LOUDLY_CRYING_][FACE_WITH_TEARS_OF_],0,1,0,0,3,0
8532,اگه بابای بچم قراره اینطوری نباشه نمیخامش,0,1,1,0,3,0
11525,[HIGH_] کوروش وزیری، همسر شیرین علیزاده از جانباختگان اعتراضات  ، با انتشار تصویری از خود با شالی بر سر بر مزار همسرش نوشت: «شرحی ندارم غیر از درد، درد بی پایان. دوست دارم بدانم این شال روی سر چه حسی دارد که باید برای نبودش جان بگیرند و گاهی ان که دارد هم جانش را میگیرند.»,-1,0,3,0,3,0
12789,اسماعیلیون کنار کسانی ایستاده که از   تا امروز شریک و سهیم در انقلاب   و توجیه گر و همدست جنایات سپاه پاسداران و جمهوری اسلامی هستند و درواقع دستشون به خون خیلی ها ازجمله همسر و دختر اسماعیلیون الوده س. این چه جور دادخواهیه واقعا؟!!!,-1,0,3,0,3,0
2276,میگه شوهرم انقد هورنیه که بارها پیش اومده وسط مهمونی رفتیم تو اتاق و سکس کردیم و ظاهرا شوهرش نهاااااایتا خیلی طول بکشه   دیقه اس  [FACE_WITH_HAND_OVER_][FACE_WITH_HAND_OVER_][FACE_WITH_HAND_OVER_][FACE_WITH_HAND_OVER_][FACE_WITH_HAND_OVER_],-1,1,1,0,3,1
7689,جوابم رو ندادی مرد منطقی [UPSIDE_DOWN_] چی باعث شده فکر کنی مُلا روضه خوان که درس نجاسات و مستحبات خونده لیاقت حکومت بر   میلیون تحصیل کرده باسواد رو داره؟؟؟؟[UPSIDE_DOWN_],-1,0,3,0,3,0
11494,"این تصویر را همسر ربع پهلوی منتشر کرده. تصویر یک مزدور سرکوبگر اسراییلی با هشتگ ""زن زندگی ازادی""! این فرد که شخصیت تک بُعدی اش ""همسرِ پسرِ شاهِ مخلوع"" بودن خلاصه میشود، بی شک درک نمی کند که قیام زن زندگی ازادی در تضاد و نقطه ی مقابل ماهیت این کودک کش حافظ منافع رژیم [KEYCAP_ ]",-1,0,3,0,3,0
10066,اقا شما خودت جیب   نفر دیگه هم زدی و همکارِ خانمت رو اونجا ول کردی و در رفتی. حالا اومدی اینجا ادایِ قربانیهارو در میاری؟ [SMIRKING_],-1,0,3,0,3,0
5292,ازدواج بدون عشق مساوی با تنفر از همسر نیست.,-1,1,2,0,3,1
536,وقتی در انتخابات شوهر و خانواده شوهر خوش شانس باشی,1,1,0,1,0,1
10231,سالها بعد نه همسرم هستی نه اسم فرزندم. سالها بعد تخمم هم نیستی عنینه ی کون نشور,0,0,3,0,3,0
9522,اون مقداری که برای متاهل ها گذاشته مجموع درامد زن و شوهره. اگه هر دو یه مقدار پول دربیارن فرقی نمی کنه با مجرد.,-1,1,2,0,3,1
3652,ظاهر پارتنرم تا حدودی برام مهمه یه سری حداقل هارو دیگه باید داشته باشه و اینکه اینقدر چاق باشه، اگه مسایل ژنتیکی رو بذاریم کنا یه سری چیزای دیگه رم نشون میده,1,1,2,1,2,1
4945,یکی از دلایلی که میخوام مهاجرت کنم فرار از ازدواجه بخصوص ازدواج فامیلی وگرنه یه ازدواج فامیلی میندازن تو پاچم !,0,1,1,0,3,1
1745,مهریه رو اخرشو میدن نفقه خب داره برات کنیزی میکنه و بچه اتو نگهداری میکنه شیربها هم رسم مزخرفیه که به معنای فروش دختره و ما نداریم شما قانونو مطالعه کنی میبینی به عنوان شوهر خیلی دستت بازتره تا یه زن،فقط بخش مادیشو دیدی ولی بلاهایی که شوهر سرزن با استفاده ازقانون میاره رو ندیدی,-1,1,1,0,3,1
8831,از همسرم اجازه بگیر,1,1,2,1,2,1
4810,ممنونم [FOLDED_HANDS_LIGHT_SKIN_][] همچنین برای شما در کنار عزیزانتون و همسر گرامی[FOLDED_HANDS_LIGHT_SKIN_][FOLDED_HANDS_LIGHT_SKIN_][FOLDED_HANDS_LIGHT_SKIN_][FOLDED_HANDS_LIGHT_SKIN_][FOLDED_HANDS_LIGHT_SKIN_],-1,1,2,0,3,1
5890,یه روانشناسه میگفت رفتارهایی که زوج ها تو بازنمایی خودشون در فضای مجازی دارن، برخیش اصلا ربطی به ازدواج نداره و ناشی از عقده های شخصیتی اون ادماست که تو ازدواج بروز پیدا کرده. *لذا ازدواج رو با این افراد قضاوت نکنید*,-1,1,1,0,3,1
2211,ما زن منم نداریم شما حالا میگید بچه مچه [BEAMING_FACE_WITH_SMILING_],-1,0,3,0,3,0
11745,، ایا همسر و فرزند و نوه تیمسار جهانبانی یا خانواده سرلشکر خسروداد، سپهبد رحیمی یا دیگر افسران ارتش شاهنشاهی که به ناجوانمردانه ترین شکل بدست سرخ و سیاه کشته شدند ادعای یک دلار غرامت از پولهای ملت ایران را داشته اند؟؟ برای همین تفاوت هاست که با افتخار فریاد میزنم جاویدشاه…,-1,0,3,0,3,0
1589,«نژاد شریف اریایی» ؟!!!  [EXPLODING_]  من دقیق در مورد این نژادگرایی بی معنی و مسخره افراطی حرف می زنم که می تواند ریشه نوروز را بکند. تا وقتی این هتلر در درون این « اریایی» پنداران نژادگرا زنده است، از تروریسم طالبان و دیگر گروه های افراطی نباید ترسید. این ها خطرناک تر از همه اند.,-1,0,3,0,3,0
10317,ولی خدایی ما نفهمیدم این امار طلاقی که واسه مسایل جنسی تو ایران رایج شده از کجا میاد! شما فرض کن همه دخترا تو مجردیشون میگن پسرا مارو واسه سکس میخوان بعد از ازدواج میگن شوهرامون مارو نمیکنن و مشکل جنسی دارن به نظر شما واقعا مشکل از کجاس؟,-1,1,1,0,3,1
5145,: اروم باش ملیکاجون. تو امروز شوهر عمه تو برای چندین ساعت تحمل کردی. این سختیا که دیگه چیزی نیست. حل می شه.,-1,0,3,0,3,0
656,دوست پسر من نه قد بلنده نه هیکلیه نه سیکس پک داره نه ماشین انچنایی و گوشی انچنانی داره نه هرشب تو این مهمونی و اون برنامس ولی یه طوری کنارمه که حس میکنم یه دنیا پشتمه و از هیچی نمیترسم.. همین برام بسه,1,1,0,1,0,1
12629,دوست پسرم منو ول کرد ی پیرزن المانی گرفت که بتونه اقامت بگیره ،ای مرسده بختت [LOUDLY_CRYING_] الان فقط تنها دلخوشیم اینه ی روز ازادی ایرانو ببینم وگرنه خودمو میکشتم جاویدشاه,-1,0,3,0,3,0
12803,- شوهرم معتاده، کتکم میزنه… - حالا با طلاق هم وضعیت بهتر نمیشه,1,1,1,1,1,1
7223,میرم سلام میکنم میپرسم عزیزم معرفی میکنی؟ اگه من من کرد یا فهمیدم دروغ گفته میزنم تو گوشش و میام,-1,0,3,0,3,0
5434,به توییت زدن یا نزدنش کار ندارم باقیش حق حق چشم رو هرچه ازاد بزاری بیشتر میبینه و همیشه جدید تر میخاد .. میگن چش چرون جوری میشه که سگ میبینه میگه از خانمم خوشکلتره..,-1,1,1,0,3,1
