,Record_text,InRelationship,General_comment_binary,General_comment,Specific_comment_binary,Specific_comment,Relevance
1388,وقتی دارم واسه زیدم بععع بعععع می کنم تا ناز بشم [NAIL_POLISH_MEDIUM_SKIN_],1,1,0,1,0,1
1389,سلیقه دوست پسرم به خدا  /  [SMILING_FACE_WITH_][MENDING_],1,1,0,1,0,1
1390,افرین که برا دوست دخترم احترام قایلی  [RED_][RED_][RED_][RED_],1,1,2,1,2,1
1391,از اول سال گیر داده به پدر شوهر اقاییو با جناق ها خدا رحم کنه واقعا  [FACE_WITH_TEARS_OF_],1,1,1,1,1,1
1392,من و همسرم همیشه سر سفره با هم دعوا داریم که نفر مقابل تا الان ته دیگ کمتری خورده و بقیه ش رو باید اون بخوره. قیافه ی ته دیگ های توی بشقاب تو اون لحظات:,1,1,1,1,1,1
1393,من به پارتنرم هم میگم داش,1,1,2,1,2,1
1394,یه زمانی خیلی رفیق بودیم خیلی بزرگ که شدیم از هم متنفر شدیم طوری که سایه همو با تیر می زنیم دعوای جدی میکنیم در حد زد و خورد من صد سال نو خونه بمونم زن اون نمیشم این چه فکت کصشعریه که دوست پسرم سر همین ریده به اعصابم,1,1,1,1,1,1
1395,سال اول ازدواجمون برای تولد همسرم تصمیم گرفتم گوشی که دوست داشتو قبلا ازش دزدیده بودن رو براش بخرم سورپرایزش کنم بی سر صدا رفتم یه جفت گوشواره که از خونه پدری اورده بودم رو فروختم گوشی رو براش خریدم بدون اینکه بفهمه براش تولد گرفتمو مهمون دعوت کردم وقتی کادوی منو دید [BACKHAND_INDEX_POINTING_DOWN_LIGHT_SKIN_],1,1,0,1,0,1
1396,من و همسر جان پای سفره هفت سین سال نو رو به همه هم وطنان عزیزم تبریک میگم [RED_][RED_],1,1,0,1,0,1
1397,یه بار زیدم ترک موتور بلند شده بودو داشت مسخره بازی درمیاورد منم بی هوا ترمز زدم..وقتی رسیدم بالا سرش اینشکلی نگام میکرد:,1,1,2,1,2,1
1398,اخرش از دست این زن من کور میشم,1,1,1,1,1,1
1399,دلم برای زنم خیلی تنگ شده,1,1,0,1,0,1
1400,حتما بگو دوست دخترم گفت.,1,1,2,1,2,1
1401,من خیلی نازدار بزرگ شدم، همیشه یکی بوده نازمو بخره ولی یه خاطره برعکس دارم؛ همسرم ماموریت بود، بچه شیرخواره داشتم و پسر بزرگه امم حدودا   سالش بود، از این بیماری ویروسیا گرفته بودم که یه سره استفراغ می کردم، نمیتونستم رو زمین بند بشم، خانواده ام با اینکه اینو دیدن از نزدیک [SLIGHTLY_SMILING_][BACKHAND_INDEX_POINTING_],1,1,2,1,2,1
1402,همسرم میگه شبیه سرهنگ زمان امتحان رانندگی هستی  [SMILING_FACE_WITH_],1,1,1,1,1,1
1403,با شوهرم دعوام شد,1,1,1,1,1,1
1404,اینکه دوس دارم زنم   سال ازم کوچیکتر باشه مشکلی داره؟؟,0,1,2,1,2,1
1405,خیلی سال پیش درحالیکه نوجوونی  -  ساله بودم، وسط تعریف و صحبت به خانم همسایه گفتم انقدررر دلم عروسی میخواد.. اونم با یه حالت بانمکی گفت چکار کنم؟میخوای برا قاسم(شوهرش) زن بگیریم؟ و من ترکیدم از خنده هیچوقت فکرشو نمیکردم قاسم برا من خواستگار پیدا کنه و منتظر عروسی من باشه  [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_] ,1,1,2,1,2,1
1406,شما به فکر خودتون باشید به فکر شوهر من نباشید,1,1,2,1,2,1
1407,جر ولی خانواده ی قشنگیه همسر قشنگم,1,1,0,1,0,1
1408,من هر بار با دوست پسرم میرم بیرون بابامو میبینم میشهههه مگه,1,1,2,1,2,1
1409,ببین موقع ناراحتی پارتنر شما داری روی یک تیغ راه میری باید خیلی خوش شانس باشی دهنت سرویس نشه,1,1,2,1,1,1
1410,عیال صدام زده، میگه: بیا ببین به نظرت گوگوش پروتزِ باسن گذاشته؟ الان من چی باید بگم؟ این چه سوالیه اخه؟ چرا منو تو این موقعیت قرار میدید؟ [SLIGHTLY_FROWNING_][WOOZY_]  خرده جنایت های زن وشوهری,1,1,2,1,2,1
1411,من وقتی سیگاری شدم دوست دخترم با ذوق پُز میداد که من بخاطر بهم زدن با اون سیگاری شدم. ولی نمیدونست چون با اکسم در ارتباط بودم سیگاری شدم… اخه اونم سیگاری بود :))),1,1,2,1,2,1
1412,طرف رفته پیش دعانویس گفته زنم برام ساک نمیزنه اونم براش این دعارو نوشته [NEUTRAL_],-1,1,1,0,1,1
1413,ایول هروقت با دوست پسرم دعوامون شد این توییتو نشونش میدم. خودمم این وسط تخریب شدما ولی مهره سوخته حساب میشم دیگه فقط دهن اونو سرویس میکنم,1,1,1,0,1,1
1414,با دختری ک برا دوست پسرت دلبری میکنه چیکار باید کرد؟؟؟؟؟؟؟ (میدونه دوست دخترم داره),1,1,2,1,2,1
1415,شوهر من بوجی بوجی ترینه.  [SMILING_FACE_WITH_],1,1,0,1,0,1
1416,من که از خدامه!!! ولی خانمم اجازه نمیده!!!! [ROLLING_ON_THE_FLOOR_][ROLLING_ON_THE_FLOOR_][ROLLING_ON_THE_FLOOR_][ROLLING_ON_THE_FLOOR_],1,1,1,1,1,1
1417,مثلا من فقط دوس دارم شوهر بکنم،دقت کردین؟شوهرمو بکنم,1,1,0,1,0,1
1418,دوست پسر من ته لهجه عربی داره حرف زدنش قشنگ تحریکم می کنه [BEAMING_FACE_WITH_SMILING_] لهجه عرب های ایران خیلی سکسیه,1,1,0,1,0,1
1419, % شرط هایی که با دوست دخترم بستم مست بودم و   درصدشو باختم! دقیق میدونه کی شرط ببنده باهام,1,1,2,0,2,1
1420,همسر من پایه اس، ده دفعه ببینه باز میشینه گریه هم میکنه,1,1,0,1,0,1
1421," )سال   در حالی که تازه ازدواج کرده بودم و موقعیت شغلی و وضع اقتصادی ام تازه در حال تثبیت بود به خدمت اعزام شدم، چهار ماه دوره اموزش دور از خانواده و همسرم در شهر غریب و البته بخاطر ترک شغل در تنگنای شدید مالی! هم خدمتی هایم به من می گفتند ""عشق نظام""، ولی حقیقت چیزی که من از",1,1,1,1,1,1
1422,دوست پسرم خط قرمززز اقاااااا اونو وارد این بازی نکنید  [FACE_WITH_TEARS_OF_][UNAMUSED_][RED_],1,1,0,1,0,1
1423,من اونقدر دم افطار وحشی میشم که بچه هامم نمیشناسم چه برسه میکاپ کنم برای فامیل همسر [FACE_WITH_ROLLING_],1,1,2,1,2,1
1424,: به نظرتون زشته اگه بگم شوهرم بهم عیدی بده؟,1,1,2,1,2,1
1425,اصلا زنم انی رو میبینم کل موهام سیخ میشه بس که جذابه این موجود.,1,1,0,1,0,1
1426,خربزه، عزیزم تو واقعا خوشمزه هستی و نمیدونم چرا شوهرم دوستت نداره، من معذر میخوام واقعا.,1,1,1,1,1,1
1427,این چند روز که توی خونه ام دارم میبینم که خانومای خونه دار روزای تعطیل هم از صبح تا شب درگیر کار خونه هستن و هیچ وقت کارشون تعطیلی نداره. قدر همسر و مادرتون و بدونید.,1,1,1,1,1,1
1428,زن من کو؟ [SMILING_FACE_WITH_][SMILING_FACE_WITH_][SMILING_FACE_WITH_][SMILING_FACE_WITH_][SMILING_FACE_WITH_][SMILING_FACE_WITH_][SMILING_FACE_WITH_][SMILING_FACE_WITH_][SMILING_FACE_WITH_],1,1,2,1,2,1
1429,نه به زنم به این قشنگی چرا خیانت کنم؟ من ازوناش نیستم  [PENSIVE_],1,1,0,1,0,1
1430,انشالاه در اینده نزدیک   تا میشن (مادر همسر)  [RED_][RED_],1,1,2,1,2,1
1431,الان یادم اومد زمانی که عقد بودیم و خونه بابا همسر میخوابیدیم، مامان و بابای همسر صبح سحر پا میشدن در اتاقمونو باز میکردن و باز میذاشتن [NEUTRAL_]  نمیدونم واسه چی این حرکت میزدن واسه اینکه چک کنن تو بغل هم بریم یا نه یا واسه این بود که زود بیدار شیم یا چی؟ هرچی بود خداروشاکرم که زود گذشت,1,1,2,1,2,1
1432,اقا من خیلی به فک و فامیل شوهرم علاقه دارم [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_],1,1,0,1,0,1
1433,شوهرم واقعا زیبا سیگار می کشه.,1,1,0,1,0,1
1434,همسر من اونقدر دراماتیکه که تو ماشین اهنگ غمگین عاشقانه پخش میشد برگشته میگه نظرت چیه یه طلاق ریز بگیریم این اهنگا حروم نشه؟ گفتم مرد! من اگه طلاقم بگیرم جوری نمیرم که تو به یادم اهنگ عاشقانه گوشی کنی! یه جوری دهنتو سرویس میکنم میرم که بعد رفتم اسم زن بشنوی دچار حمله عصبی بشی,1,1,1,1,1,1
1435,همسر من چهره های هنری رو به ندرت میشناسه! مثلا سریال و فیلم هم میبینیم من هی باید ادرس بدم این همونه که فلان فیلم بازی می کرد و اینا… کلا براش مهم نیستن که تمرکز کنه… حالا فکر کن چند سال پیش یکی میره شرکتشون واسه پیشنهاد تجاری، میگه من پدر محمدرضا گلزارم! همکارا کلی توضیح,1,1,2,1,2,1
1436,زنم امروز گذاشت رفت شهرستان تا سه ماه دیگه یعنی خار هر چی وابستگی و دلبستگی رو به هر روش ممکن و ناممکن گاییده,1,1,1,1,1,1
1437,به لحاظ روحی دلم می خواد یه دوست هات وایف داشته باشم که خودش و شوهرش رو دعوت کنیم. من و شوهرش بشینیم سکس زنش و دوست پسرم رو تماشا کنیم و من به جای دختره بگم محکم تر لطفا :),1,1,0,1,0,1
1438,همین که زنم گفت,1,1,2,1,2,1
1439,درود بر شما عالی بود کار درست و بجایی میشه که برای فرزندانمون تاریخمون رو بگیم البته من بیشتر به شاهنامه علاقه دارم و چنان مهری از شاهنامه در دل همسر و اطرافیانم انداختم که الان بیشتر از من پیگیر داستانهای شیرین شاهنامه هستن,1,1,0,1,0,1
1440,جات خالی خانمم خورشت کرفس درست کرد دیروز روانی بود نمیدونم چرا ملت بدشون میاد! باید خوب جا بیوفته و پر روغن باشه و کمی هم ترش,1,1,0,1,0,1
1441,من برای دوست دخترم هر روز: بیبی کام تو دوبای [NEW_MOON_],1,1,2,1,2,1
1442,بچه ها شوهر پاره وقت نداریم؟ یعنی همیشه تو دست و پای ادم نباشه؟ [FACE_WITH_ROLLING_],1,1,1,1,1,1
1443,: زن من از همتون بهتره,1,1,0,1,0,1
1444,ی لحظه یاد   سال پیش افتادم ، دوست اکسم بهم تیکه انداخت ، این برگشت گفت : این دختر ، همه چیز منه باهاش درست حرف بزن ، این دختر خانم منه !!! همون ادم ی جوری باهام کات کرد هنوزم فکرش برام عذاب اوره . هراهنگی برا من میخوند توییت الانه دوس دخترشه :) باور نکنید ادمارو,0,1,1,1,1,1
1445,اگه قراره بمیرم، اتفاقا فقط به زیدم برسه ارثم من راضیم  [SMILING_FACE_WITH_] ,1,1,0,1,0,1
1446,دوست پسرم رو پیدا کنید لطفا بچه هامون نگرانشن درجست وجوی هیسونگ [NINJA_MEDIUM_LIGHT_SKIN_][MAGNIFYING_GLASS_TILTED_],1,1,1,1,1,1
1447,نه من دوس ندارم دوس پسرتو ببینم. خودم پارتنر دارم بابا [FACE_WITH_TEARS_OF_],1,1,2,1,2,1
1448,بچم موهاش به مامان ببعیش بره چشماش به پارتنرم فک نکنم چیز دیگه ای بخوام  [NEUTRAL_][FACE_WITH_TEARS_OF_],1,1,0,1,0,1
1449,امروز با همسر رفتیم خرید مرغ و گوشت و میوه تره بار. ما همیشه سبزی خوردن رو از این دسته ای کوچیکا می گیریم همسر هوس کرد کیلویی بخره و منم گفتم باشه. فروشنده یک عالمه سبزی گذاشت هی من گفتم زیاده بردار همسر گفت نه باشه. الان قد یک هییت سبزی خوردن داریم. فقط ریحون بنفشاش شده یک لگن.,1,1,2,1,2,1
1450,ارغوان قطعا و حتما داف خیلی خوبیه زن منه,1,1,0,1,0,1
1451,دارم براش میخونم شوهر شوهره، میگه چی میخوای باز. خیلی برات متاسفم که انقد منو مادی گرا شناختی اه [PENSIVE_][NAIL_POLISH_LIGHT_SKIN_],1,1,1,1,1,1
1452,ولی تهیونگ شوهر منه,1,1,2,1,2,1
1453,: همین غلطا رو میکنین که پارتنرِ ادم حساس میشه رو دوستای جنس مخالف دیگه :/ تخمیا,1,1,1,1,1,1
1454,الهی بگردم میگه من یکم پیر شدم عذر خواهی میکنم مرد تو بهترینی,1,1,0,1,0,1
1455,شرمنده ام که فانتزی هاتون رو میریزم به هم، ولی زن تون دودقیقه میرقصه، بعدش اینقد بهت غر میزنه که میری پیش همون مامانت میگی گه خوردم! البته   درصد مواقع,1,1,1,1,1,1
1456,خانم گل مغربی… شما تاج سر بنده هستید! بنده پریود بموقع، میگرن خفیف، پوست صاف قبل از پریود و اینکه با دوست پسرم بهم نمیزنم توی پی ام اسم رو از صدقه سری شما دارم. اشرف مخلوقات شمایید… نه این انسان پر از باگ.,1,1,2,1,2,1
1457,اخه خوشحالیمون بستگی بهوجود کسی نداره یعنی خوش میگذره بهمون ولی اگه پارتنر کنار ادم باشه بیشتر خوش میگذره یعنی تو کلا خوش نمیگذره بهت بی پارتنر؟!,1,1,0,1,0,1
1458,خانه ی من و زیدم در تهران کی؟,1,1,2,1,2,1
1459,من و زنم شما همه :( [REVOLVING_],1,1,0,1,0,1
1460,چرا نگفته بودین شوهر انقدر خوبه؟,1,1,0,1,0,1
1461,دم مهاجرت بودم ، دوست دخترم که باهم قهر بود ، گفت یه پیشنهاد عالی دارم ، هزینه های مهاجرت ام رو پرداخت کن منو با خودت ببر ، من از کانادا میرم پیش دوست پسرم که انگلیسه، بعد بدهیتو میدم  [WINKING_] ,1,1,1,1,1,1
1462,به همسر گفتم مامانت اگه بخواد یه کاری بکنه تا وقتی مستقیم بهش نه نگی هی عقایدشو پوش میکنه و اون کارو جلو می بره بعد گفت همه ادم ها همینن! ولی من راست گفتم و اصلا ناراحت نیستم که حرفمو زدم چون واقعا رو مخم بود با این کاراش!پندمیک بود راحت بودما [FACE_WITH_ROLLING_],1,1,2,1,2,1
1463,تو اینستا خانمم نشون داد که یه چالش گذاشتن با اون اهنگ همه دارن میرقصن، خیلی باحال بود، کلی کیف کردیم!!,1,1,2,1,2,1
1464,و این جوری بود که هیچوقت نتونستم از نِق نِق همسرم دور باشم:))))))))))))))),1,1,1,1,1,1
1465,برو اونور من شوهر دارم,1,1,0,1,0,1
1466,این داستان شوهر جذاب  [FACE_WITH_TEARS_OF_][MAN_WALKING_LIGHT_SKIN_],1,1,0,1,0,1
1467,من شیرازیم پارتنرم جیرفتیه,1,1,2,1,2,1
1468,الان یهو یادم اومد که فراموش کردم روز عید، عیدی همسرم رو بهش بدم [WOMAN_FACEPALMING_LIGHT_SKIN_]  خسته نباشی نیکو جان,1,1,1,1,1,1
1469,وقتی زیدم ناراحته و هرکاری میکنم خوشحال نمیشه از خودم میپرسم پس من تو این رابطه به چه دردی میخورم؟,1,1,1,1,1,1
1470,همش   تومن اونم از همسرم,1,1,2,1,2,1
1471,والا من خودم اول ازدواج رفتیم این موضوع رو جزو شروط ضمن عقد تو دفترخونه امضا کردیم که چون بدون اجازه همسر نمیشد برم توصیه میکنم همه همینکار رو بکنن,1,1,2,1,2,1
1472,هر بار با دوست پسرم ویدیوکال حرف میزنم بابام میاد پشت در اتاقم میشینه که حرفامونو بشنوه:)))) خب پدر من حتما باید حرمتا از بین بره؟:)))) الان خوب شد؟:))))),1,1,2,1,2,1
1473,زیدم اندازه تو پستون داشت کات نمیکردم [DROOLING_][FACE_WITH_TEARS_OF_],0,1,1,1,1,1
1474,دوست دخترم هستن [RELIEVED_],1,1,2,1,2,1
1475,سه روز پیش دوست دخترم دادم  [ROLLING_ON_THE_FLOOR_][FACE_WITH_TEARS_OF_][ROLLING_ON_THE_FLOOR_][ROLLING_ON_THE_FLOOR_],1,1,0,1,0,1
1476, :چرا جدا نمیشم؟ فارغ از داشتن تصمیمش،همسر من یک تابلوی سیاه از بدی ها و یک هیولای بی شاخ و دم نیست کما اینکه بارها گفتم ادم خوب ولی همسر بدیه پارانویا داره بیماره مریضه؟ ایا من از دلایل گیر دادنش و مسایلی که باعث این مشکلاتمون میشه چیزی نوشتم تاحالا؟! توییتر حداقل برای من فضایی,1,1,1,1,1,1
1477,میشه به شوهرم چشم نداشته باشی؟!,1,1,0,1,0,1
1478,تبریک روز کارگر مختص همسر عزیزم که همیشه بیشترین تلاششو می کنه و همیشه این قشر مظلوم ترین هستند روزت مبارک [RED_][SMILING_FACE_WITH_HEART_],1,1,0,1,0,1
1479,فقط من باید تاییدشون کنم وگرنه خانواده شوهر رو تهدید میکنم,1,1,1,1,1,1
1480,یا خدا! چه رنگی ، به به!  [MELTING_]ما این مشکل و با شوهر شیرازی تو خونه داریم! ولی این غذای مورد علاقه منه اسمش هم لوبیا پلویه[] ,1,1,1,1,1,1
1481,وسط  سکس  به دوست دخترم گفتم  کجا بریزم؟ گفت به کارت صادراتم. همونجا پشمام ریخت,1,1,2,1,2,1
1482,من چقد به مادر شوهرم خندیدم! گفتم این بنده خداها اهل برنج نیستن نمی دونن چطور باید برنج خورد  [ANXIOUS_FACE_WITH_][ANXIOUS_FACE_WITH_][ANXIOUS_FACE_WITH_],1,1,2,1,2,1
1483,امروز که پس از گذر این همه سال، این کتاب را می خوانم، دوباره در ایرانم. در سال های نوجوانی، در سال های سرشاری که همسر و مادری جوان بودم، در سال هایی که تاج نخستین شهبانوی تاریخ ایران را بر سر داشتم و به نیابت سلطنت مفتخر بودم.,1,1,0,1,0,1
1484,من خیلی به این شوهرم حسودی میکنم [SMILING_FACE_WITH_],1,1,0,1,0,1
1485,منی ک حتی با نامزدم روم نمیشه از این رفاقت داشته باشم,1,1,2,1,2,1
1486,: امشب بابت اینکه مهمونا حال همسر غایب را نپرسیدن، چنان داستانی راه انداختم که خودم نشستم و تماشا میکنم!,1,1,0,1,0,1
1487,چرا زنم شدی؟,1,1,2,1,2,1
1488,: موهامو از قهوه ای تیره رسوندم به زرد عقدی، شوهرم دیده میگه میدونم یه تغییری کردی کمرنگ شدی,1,1,2,1,2,1
1489,کصکش با همسر من کاری نداشته باش دختر خنگ جذاب تره,1,1,0,1,0,1
1490,بابام منو با دوست دخترم و سیگار دید:) اگه همچین اتفاقی واستون بیفته چیکار میکنین؟ ریت بزنین نیاز دارم به کمکتون,1,1,2,1,2,1
1491,اتفاقا منم امروز همینو به همسرم میگفتم حالا که تو این تعطیلات شیفتم بیام همکارام رو…,1,1,2,1,2,1
1492,من و همسرم در یک قاب :))),1,1,0,1,0,1
1493,اگاسِز میخوام این خبر خوش و باهاتون شیر کنم منو شوهرم دیشب بچه دار شدیم [NAZAR_][NAZAR_][NAZAR_][NAZAR_][NAZAR_][NAZAR_][NAZAR_][NAZAR_] بچه هامون[NEST_WITH_]  got ,1,1,0,1,0,1
1494,مثل من همسر عزیزم اینجان و من نمیتونم با بعضیا در خور شخصیتشون صحبت کنم ،مدام باید مهربان و اروم باشم  [GRINNING_FACE_WITH_] ,1,1,0,1,0,1
1495,صحبت سر میزان علاقه ی بچه هام به من بود، گفتم ندیدم تاحالا دانشجوا هیچکدوم از همکارا رو اندازه من دوست داشته باشند. متاسفانه همسر یه جوابی بهم دادن که نمیتونم اینجا بیان کنم!,1,1,1,1,1,1
1496,حتی رو این ماهیم چند بار میزنم تهش شاکی میشه میگه چرا میزنی. بعد من چه انتظاری از شوهرم میخوام داشته باشم…,1,1,1,1,1,1
1497,دلمو زده تیکه پاره کرده بعد اومده میگه چرا پشت سرم تویت بد میزنی، عاخه عزیز من با این کارایی ک کردی میخوای تویت بزنم عشقم برگرد :/,0,1,1,1,1,1
1498,زن و شوهرا از این بحثا زیاد دارن اقایی [PENSIVE_],1,1,1,1,1,1
1499,دوست دخترم گفت میخوابم بعد گفتم شب بخیر ده دقیقه بعد پیام داده حس میکنم با یک دختر دیگه داری حرف میزنی اونوقت من داشتم یه مقاله از سارتر در مورد اگزیستانسیالیسم می خوندم بارالها کاری کن که سرنجام کار تو خشنود باشی و مارستگار,1,1,1,1,1,1
1500,پوست من بعد از / پوست دوست پسرم بعد ده مرحله روتین پوستی از انجام هیچ کاری,1,1,2,1,2,1
1501,امروز برای تمدید پاسپورت همسر و دادن اجازه خروج رفتیم دفترخانه. از خجالت اب می شوی. این قوانین بدوی و غیرانسانی کِی قرار است ملغی شود. این قرون وسطی کِی به پایان می رسد. کِی.,1,1,1,1,2,1
1502,با بی اجازه عکس گرفتن از من و پارتنرم و توییت کردنش بازی بدی رو شروع کردی. از الان هر یک ساعت تیپاکس یه تیکه از مادرت رو برات می فرسته باید عین جورجین حلش کنی تا نرم سراغ بابات.,1,1,2,1,2,1
1503,تو کمکم کن من بتونم از زیدم نود بگیرم اون وقت یکیم برا تو پیدا میکنیم,1,1,2,1,2,1
1504,همون دوستت رو گفتم حالا اگه زن من بود شلوارامو میکند,1,1,1,1,1,1
1505,داشت از فیلمه عکس خوبی درمیومد که دوست پسرم پیشی دید.,1,1,2,1,2,1
1506,با دوست دخترم رفتم کافه، اون دختری که سفارش میگرفت خیلی خوشگل بود. اومد سفارش بگیره، گفتم اسپرسو میخوام. گفت سینگل؟ گفتم اره سینگلم، بعد به دوست دخترم اشاره کرد گفت ایشون چی؟ گفتم ایشون داستان داره,1,1,2,1,2,1
1507,اره عقد اینش یده که بعد از شیش ماه بفهمی ای داد بیداد این ادم اصلا اون چیزی که تو فکر میکردی نیست اون وقت یا باید بسازی یا مهر طلاق میخوره رو پیشونیت اون وقت دیگه نمیگن فلانی صیغه بوده میگن فلانی شوهر کرد و طلاق گرفت  [NEUTRAL_],-1,1,1,1,1,1
1508,نمیشه عید دیدنی با خانواده پاشیم بریم خونه دوست پسرم اینا؟همش باید بریم خونه این فامیلا؟ [PENSIVE_],1,1,0,1,0,1
1509,شده تو برخورد اول از کسی حس منفی بگیرین؟ برای من اتفاق میفته و هر وقت به این حس اعتماد نمی کنم و تلاش می کنم نظرم رو نسبت به اون شخص عوض کنم بعدش یه جوری پشیمون میشم که اصن نگم براتون. به قول همسرم انگار ادما رو بو می کشم و متاسفانه هیچ وقت هم شامه ام اشتباه نمی کنه.,1,1,2,1,2,1
1510,من که دیدم یکی سر قبر شوهرش گریه میکنه مونده بود چطوری میتونه  [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_]البته استغفراله شوهرم پنچاه و پنج درصدو ننه دهم درصد ادم بهتری شده [SMILING_],1,1,0,1,0,1
1511,من حداقل فک کنم مطابق انتظارات دوست دخترم هستم [PENSIVE_],1,1,0,1,0,1
1512,میخام یه تجربه از اعتماد بیخود خودم به خانواده شوهرم بهتون بگم تا مثل من گول نخورید پدرشوهرم یه زمین داشت   متر اومد به ما گفت برا خودتون بسازیدش ما هم نشستیم با بقیه بچه هاش صلاح مشورت کردیم همه گفتن بساز ما کاری نداریم خوشحال هم میشیم صاحب خونه بشید,1,1,2,1,2,1
1513,هروقت اطرافیان پارتنرت به رابططون حسودی کردن اون رابطه رو تموم شده فرض کن دیگه,1,1,1,1,1,1
1514,شوهر جون علاقه ی زیادی به فیشنت داره  [BLACK_][BLACK_],1,1,0,1,0,1
1515,دخترم پنج ساله بود ؛ یه شب با همسرم از مشکلات خونه و وام و اقساط صحبت میکردیم که موقع خواب دخترم گفت : مامان فرشته ها زیر بالشتت جایزه گذاشتن. دیدم سی تومن پولش رو گذاشته زیر بالشتم ، مُردم براش . [PLEADING_] از اون روز تصمیم گرفتم دیگه پیش بچه ها از مشکلات نگم.,1,1,2,1,2,1
1516,دقیقا مثل همسر من عاشق خونست میگه ببین این دریاست این جنگله از تو ماشین  [FACE_WITH_ROLLING_][DOWNCAST_FACE_WITH_][LOUDLY_CRYING_][BEAMING_FACE_WITH_SMILING_]میمونه پیش خواهراش بعدش بهانه هوا سرده همه جا گل شده کثیف میشی و…من هم قبول نکردم نرفتم شمال ترجیح دادم خونه بمونم [EXPRESSIONLESS_],1,1,1,1,1,1
1517,مگه زن من نبودی :(,1,1,1,1,1,1
1518, - ممنونم که نه تنها یک همسر/ پارتنر / پدر / مادر و… ، بلکه یک دوست هستی  - از همه ی کار هایی که برای من انجام داده ای قدردانی میکنم  - من و تو خاص ترین موجودات جهان هستیم  - من درکنار تـو کامل میشوم  - تو درمن حس عشق و ایمان ایجاد می کنی  - من به تو اعتماد دارم,1,1,0,1,0,1
1519,دوست دخترم میگه: شخصی توییتریت کسشره. خب من دیگه با چه امیدی توییت بزنم,1,1,1,1,1,1
1520,بحث تلاش کردن نیست وقتی یکی از من بدش میاد و پارتنرم با دونستن این موضوع بازم باهاش گرم میگیره خودم نسبت به پارتنرم سرد میشم. ادما همیشه در یک حال یکسان نیستن، ممکنه پارتنرم یه روز ناراحت و دلخور باشه ازم، توی اون حال حرف منفی راجع به من بشنوه خیلی روش تاثیر میذاره و طبیعیه,1,1,1,1,1,1
1521,نههه شوهر من گشنگه,1,1,0,1,0,1
1522,جون مادراتون اینو دیگه سوژه نکنید جهانب بشه زنم بفهمه کونم پاره اس,1,1,1,1,1,1
1523,زنم ناراحت میشه  [FACE_WITH_HAND_OVER_],1,1,2,1,2,1
1524,کاریت ندارم ک من کراش زیاد میزنم بیبی منم بفهمه پاره ام البته فهمیده کل توییتام چک میکنه,1,1,1,1,1,1
1525,من  / /  میارم با تولد همسر یکی بشه [ROLLING_ON_THE_FLOOR_],1,1,2,1,2,1
1526,چند روز پیش همسرم رفته بود موها و ریشش را حسابی کوتاه کرده بود برگشت خونه کاسپین یک داد و گریه و ناراحتی کرد بی سابقه.منم بغلش کردم،هی بابا طفلک از دور خنده و بازی که من خودمم بی فایده بود.تا اینکه یک حوله انداخت روی موهایش وخنده بازی کاسپین کوتاه امد و پذیرفت. بلیزش را بالا زد [KEYCAP_ ],1,1,2,1,2,1
1527,به به شوهر شوهره.,1,1,0,1,0,1
1528,اولین دوست پسرم بود و بچه بودم و درکی از رابطه ی درست نداشتم و همینم برام بهشت بود حقیقتا,0,1,0,1,0,1
1529,بعد همش هم من تو زن هام انگار ن انگار ک شوهر دارم اخر با پیامک میگه بریم,1,1,1,1,1,1
1530,همسر یه پاتیل پیتزا خونگی خیلی خوشمزه برای شام پخته,1,1,0,1,0,1
1531,با یه ادم اشنا میشی که سلیقه موسیقیت باهاش مشترکه رفیق یا پارتنر:),1,1,0,1,0,1
1532,دوست دخترم گفت چرا کیف منو از تو عکس کراپ کردی؟ گفتم چون عکسم اونجوری کیفی میشد,1,1,2,1,2,1
1533,اخه زن مومن یک روز، دو روز، سه روز، دو هفته اونجا رو قرق می کردی که چی؟ همسر سابق هم صداش در می اومد که بابا راحت نیستم بسه بریم می گفتم نه راحت باشه خونه خودته. بگذریم از اینکه تو این پروسه، بالا پایین اخلاقای خانواده به صورت اتو در مغز همسر ثبت می شد و به وقتش می زد تو سرم,1,1,1,1,1,1
1534,گفت دوست پسرم باهام کات کرده چون نمیخواد با شوهرم سکس داشته باشم .ببین دوباره به سمتم برگشت داره.,1,1,1,1,1,1
1535,دوست پسرم حتی به امیر جدیدی ام حسودی میکنه دوستان,1,1,1,1,1,1
1536,به همسرم گفتم روز عروسی ریشاشو بزنه همه چی کنکل [FACE_WITH_TEARS_OF_][WOMAN_],1,1,2,1,2,1
1537,بالاخره اموزشی همسرجان تموم شد [SMILING_FACE_WITH_][SMILING_FACE_WITH_][FACE_],1,1,0,1,0,1
1538,از لحاظ روحی نیار دارم با زیدم برم بیرون.,1,1,0,1,0,1
1539,[FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_] تنها قابلیتی که تو فصول داشتم تا الان خواب زمستانی بوده [ROLLING_ON_THE_FLOOR_][ROLLING_ON_THE_FLOOR_] شوهر پاشده با خانواده رفته دَدَر فعلا لذت داره منو میبره [SMILING_FACE_WITH_],1,1,1,1,1,1
1540,من همسرم نره یه زن دیگه بگیره راضی ام [PENSIVE_],1,1,1,1,1,1
